Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,foreign_worker,Credit_risk,credit_per_month,age_group,age_under_25,age_25_to_40,age_over_40,checking_desc,chk_lt_0,chk_0_200,chk_ge_200,chk_none,history_desc,hist_no_credits,hist_all_paid,hist_existing_paid,hist_past_delay,hist_critical,purpose_desc,pur_car_new,pur_car_used,pur_furniture,pur_radio_tv,pur_domestic,pur_repairs,pur_education,pur_vacation,pur_retraining,pur_business,pur_others,savings_desc,sav_lt_100,sav_100_500,sav_500_1000,sav_ge_1000,sav_unknown,emp_desc,emp_unempl,emp_lt1,emp_1_4,emp_4_7,emp_ge7,status_sex_desc,sex_m_divsep,sex_f_divsep_mar,sex_m_single,sex_m_marwid,sex_f_single,debtors_desc,debt_none,debt_coapp,debt_guarantor,Present_residence_since:1,property_desc,prop_real,prop_sav_ins,prop_car_other,prop_unknown,inst_plans_desc,inst_bank,inst_stores,inst_none,housing_desc,house_rent,house_own,house_free,Number_of_existing_credits_at_this_bank:1,job_desc,job_unsk_nonres,job_unsk_res,job_skilled,job_manage,Number_of_people_being_liable_to_provide_maintenance_for:1,tel_desc,tel_none,tel_yes,foreign_desc,foreign_yes,foreign_no
A12,12,A30,A48,1410,A61,A73,2,A93,A101,2,A121,31,A143,A152,1,A172,1,A192,A201,1,117.5,25_to_40,0,1,0,0-200,0,1,0,0,no_credits,1,0,0,0,0,retraining,0,0,0,0,0,0,0,0,1,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A12,12,A32,A40,836,A62,A72,4,A92,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,2,69.66666666666667,Under_25,1,0,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,100-500,0,1,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,savings_ins,0,1,0,0,bank,1,0,0,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A12,20,A32,A41,6468,A65,A71,1,A91,A101,4,A121,60,A143,A152,1,A174,1,A192,A201,1,323.4,Over_40,0,0,1,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,unemployed,1,0,0,0,0,m_div_sep,1,0,0,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A12,18,A32,A49,1941,A64,A73,4,A93,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,1,107.83333333333333,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,business,0,0,0,0,0,0,0,0,0,1,0,>=1000,0,0,0,1,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A14,22,A32,A43,2675,A63,A75,3,A93,A101,4,A123,40,A143,A152,1,A173,1,A191,A201,1,121.5909090909091,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,500-1000,0,0,1,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,48,A34,A41,2751,A65,A75,4,A93,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,1,57.3125,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,car_used,0,1,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,3,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,2,yes_registered,0,1,yes,1,0
A12,48,A33,A46,6224,A61,A75,4,A93,A101,4,A124,50,A143,A153,1,A173,1,A191,A201,2,129.66666666666666,Over_40,0,0,1,0-200,0,1,0,0,past_delay,0,0,0,1,0,education,0,0,0,0,0,0,1,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,40,A34,A46,5998,A61,A73,4,A93,A101,3,A124,27,A141,A152,1,A173,1,A192,A201,2,149.95,25_to_40,0,1,0,<0,1,0,0,0,critical_or_other,0,0,0,0,1,education,0,0,0,0,0,0,1,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,3,unknown,0,0,0,1,bank,1,0,0,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,21,A32,A49,1188,A61,A75,2,A92,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,2,56.57142857142857,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,2,none,1,0,yes,1,0
A14,24,A32,A41,6313,A65,A75,3,A93,A101,4,A123,41,A143,A152,1,A174,2,A192,A201,1,263.0416666666667,Over_40,0,0,1,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,management,0,0,0,1,2,yes_registered,0,1,yes,1,0
A14,6,A34,A42,1221,A65,A73,1,A94,A101,2,A122,27,A143,A152,2,A173,1,A191,A201,1,203.5,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,2,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A13,24,A32,A42,2892,A61,A75,3,A91,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,1,120.5,Over_40,0,0,1,>=200_or_salary,0,0,1,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_div_sep,1,0,0,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,24,A32,A42,3062,A63,A75,4,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,1,127.58333333333333,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,500-1000,0,0,1,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,3,unknown,0,0,0,1,none,0,0,1,rent,1,0,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,9,A32,A42,2301,A62,A72,2,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,1,255.66666666666666,Under_25,1,0,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,100-500,0,1,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,rent,1,0,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,18,A32,A41,7511,A65,A75,1,A93,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,2,417.27777777777777,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,2,yes_registered,0,1,yes,1,0
A14,12,A34,A42,1258,A61,A72,2,A92,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,1,104.83333333333333,Under_25,1,0,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,rent,1,0,0,2,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A14,24,A33,A40,717,A65,A75,4,A94,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,1,29.875,Over_40,0,0,1,no_account,0,0,0,1,past_delay,0,0,0,1,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_mar_wid,0,0,0,1,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,9,A32,A40,1549,A65,A72,4,A93,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,1,172.11111111111111,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,<1yr,0,1,0,0,0,m_single,0,0,1,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,unskilled_nonres,1,0,0,0,1,none,1,0,yes,1,0
A14,24,A34,A46,1597,A61,A75,4,A93,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,1,66.54166666666667,Over_40,0,0,1,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,education,0,0,0,0,0,0,1,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,2,skilled,0,0,1,0,2,none,1,0,yes,1,0
A12,18,A34,A43,1795,A61,A75,3,A92,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,1,99.72222222222223,Over_40,0,0,1,0-200,0,1,0,0,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,guarantor,0,0,1,4,real_estate,1,0,0,0,bank,1,0,0,rent,1,0,0,2,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A11,20,A34,A42,4272,A61,A75,1,A92,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,1,213.6,Under_25,1,0,0,<0,1,0,0,0,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,12,A34,A43,976,A65,A75,4,A93,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,1,81.33333333333333,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,12,A32,A40,7472,A65,A71,1,A92,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,1,622.6666666666666,Under_25,1,0,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,unemployed,1,0,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,rent,1,0,0,1,unskilled_nonres,1,0,0,0,1,none,1,0,yes,1,0
A11,36,A32,A40,9271,A61,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,2,257.52777777777777,Under_25,1,0,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,1,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,6,A32,A43,590,A61,A72,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,1,98.33333333333333,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,3,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,no,0,1
A14,12,A34,A43,930,A65,A75,4,A93,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,1,77.5,Over_40,0,0,1,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,4,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,42,A31,A41,9283,A61,A71,1,A93,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,1,221.02380952380952,Over_40,0,0,1,0-200,0,1,0,0,all_paid_duly,0,1,0,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,unemployed,1,0,0,0,0,m_single,0,0,1,0,0,none,1,0,0,2,unknown,0,0,0,1,bank,1,0,0,free,0,0,1,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A12,15,A30,A40,1778,A61,A72,2,A92,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,2,118.53333333333333,25_to_40,0,1,0,0-200,0,1,0,0,no_credits,1,0,0,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,1,real_estate,1,0,0,0,none,0,0,1,rent,1,0,0,2,unskilled_nonres,1,0,0,0,1,none,1,0,yes,1,0
A12,8,A32,A49,907,A61,A72,3,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,1,113.375,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,6,A32,A43,484,A61,A74,3,A94,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,1,80.66666666666667,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_mar_wid,0,0,0,1,0,guarantor,0,0,1,3,real_estate,1,0,0,0,bank,1,0,0,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A11,36,A34,A41,9629,A61,A74,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,2,267.47222222222223,Under_25,1,0,0,<0,1,0,0,0,critical_or_other,0,0,0,0,1,car_used,0,1,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A11,48,A32,A44,3051,A61,A73,3,A93,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,2,63.5625,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,domestic_app,0,0,0,0,1,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,48,A32,A40,3931,A61,A74,4,A93,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,2,81.89583333333333,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,2,none,1,0,yes,1,0
A12,36,A33,A40,7432,A61,A73,2,A92,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,1,206.44444444444446,Over_40,0,0,1,0-200,0,1,0,0,past_delay,0,0,0,1,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,savings_ins,0,1,0,0,none,0,0,1,rent,1,0,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,6,A32,A44,1338,A63,A73,1,A91,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,1,223.0,Over_40,0,0,1,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,domestic_app,0,0,0,0,1,0,0,0,0,0,0,500-1000,0,0,1,0,0,1-4yr,0,0,1,0,0,m_div_sep,1,0,0,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,6,A34,A43,1554,A61,A74,1,A92,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,1,259.0,Under_25,1,0,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,rent,1,0,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A11,36,A32,A410,15857,A61,A71,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,1,440.47222222222223,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,others,0,0,0,0,0,0,0,0,0,0,1,<100,1,0,0,0,0,unemployed,1,0,0,0,0,m_div_sep,1,0,0,0,0,coapplicant,0,1,0,3,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,management,0,0,0,1,1,none,1,0,yes,1,0
A11,18,A32,A43,1345,A61,A73,4,A94,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,2,74.72222222222223,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,3,real_estate,1,0,0,0,bank,1,0,0,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,12,A32,A40,1101,A61,A73,3,A94,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,1,91.75,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A13,12,A32,A43,3016,A61,A73,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,1,251.33333333333334,Under_25,1,0,0,>=200_or_salary,0,0,1,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,1,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,36,A32,A42,2712,A61,A75,2,A93,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,2,75.33333333333333,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,2,savings_ins,0,1,0,0,bank,1,0,0,own,0,1,0,1,skilled,0,0,1,0,2,none,1,0,yes,1,0
A11,8,A34,A40,731,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,1,91.375,Over_40,0,0,1,<0,1,0,0,0,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A14,18,A34,A42,3780,A61,A72,3,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,210.0,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_div_sep,1,0,0,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A11,21,A34,A40,1602,A61,A75,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,1,76.28571428571429,25_to_40,0,1,0,<0,1,0,0,0,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_mar_wid,0,0,0,1,0,none,1,0,0,3,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A11,18,A34,A40,3966,A61,A75,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,2,220.33333333333334,25_to_40,0,1,0,<0,1,0,0,0,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,real_estate,1,0,0,0,bank,1,0,0,rent,1,0,0,3,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,18,A30,A49,4165,A61,A73,2,A93,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,2,231.38888888888889,25_to_40,0,1,0,no_account,0,0,0,1,no_credits,1,0,0,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,car_other,0,0,1,0,stores,0,1,0,own,0,1,0,2,skilled,0,0,1,0,2,none,1,0,yes,1,0
A11,36,A32,A41,8335,A65,A75,3,A93,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,2,231.52777777777777,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,48,A33,A49,6681,A65,A73,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,1,139.1875,25_to_40,0,1,0,0-200,0,1,0,0,past_delay,0,0,0,1,0,business,0,0,0,0,0,0,0,0,0,1,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,2,yes_registered,0,1,yes,1,0
A14,24,A33,A49,2375,A63,A73,4,A93,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,1,98.95833333333333,Over_40,0,0,1,no_account,0,0,0,1,past_delay,0,0,0,1,0,business,0,0,0,0,0,0,0,0,0,1,0,500-1000,0,0,1,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,2,yes_registered,0,1,yes,1,0
A11,18,A32,A40,1216,A61,A72,4,A92,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,2,67.55555555555556,Under_25,1,0,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,3,car_other,0,0,1,0,none,0,0,1,rent,1,0,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A11,45,A30,A49,11816,A61,A75,2,A93,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,2,262.5777777777778,25_to_40,0,1,0,<0,1,0,0,0,no_credits,1,0,0,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,rent,1,0,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,24,A32,A43,5084,A65,A75,2,A92,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,1,211.83333333333334,Over_40,0,0,1,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A13,15,A32,A43,2327,A61,A72,2,A92,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,2,155.13333333333333,25_to_40,0,1,0,>=200_or_salary,0,0,1,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,3,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
